Voltage = 3.6, Current = 18.2, Pinhole = 10um, Objective = 20x, NA = 0.42 
0, 10.27, -1.5, 0, 10.27045, -1.50015, -0.0, -0.00717
1, 10.275, -1.5, 0, 10.2745, -1.4998500000000001, -0.0, -0.007134
1, 10.275, -1.505, 0, 10.27485, -1.504, -0.0, -0.007233
2, 10.27, -1.505, 0, 10.270650000000002, -1.50515, -0.0, -0.007202
2, 10.264999999999999, -1.505, 0, 10.2652, -1.5052, -0.0, -0.007327
2, 10.264999999999999, -1.5, 0, 10.264850000000001, -1.5002, -0.0, -0.007228
2, 10.264999999999999, -1.495, 0, 10.26475, -1.49445, -0.0, -0.007165
3, 10.27, -1.495, 0, 10.269950000000001, -1.4943000000000002, -0.0, -0.007113
3, 10.275, -1.495, 0, 10.274700000000001, -1.4950500000000002, -0.0, -0.00705
3, 10.280000000000001, -1.495, 0, 10.279800000000002, -1.4951, -0.0, -0.007029
3, 10.280000000000001, -1.5, 0, 10.2802, -1.4991, -0.0, -0.007123
3, 10.280000000000001, -1.505, 0, 10.280400000000002, -1.5053, -0.0, -0.007243
3, 10.280000000000001, -1.5099999999999998, 0, 10.28, -1.51045, -0.0, -0.007363
4, 10.275, -1.5099999999999998, 0, 10.2751, -1.5105500000000003, -0.0, -0.007394
4, 10.27, -1.5099999999999998, 0, 10.27035, -1.51025, -0.0, -0.007405
4, 10.264999999999999, -1.5099999999999998, 0, 10.264800000000001, -1.51, -0.0, -0.007504
4, 10.259999999999998, -1.5099999999999998, 0, 10.260200000000001, -1.5096500000000002, -0.0, -0.007572
4, 10.259999999999998, -1.505, 0, 10.25995, -1.5053500000000002, -0.0, -0.007452
4, 10.259999999999998, -1.5, 0, 10.259900000000002, -1.49925, -0.0, -0.007342
4, 10.259999999999998, -1.495, 0, 10.25985, -1.4944000000000002, -0.0, -0.007337
4, 10.259999999999998, -1.4900000000000002, 0, 10.25975, -1.48945, -0.0, -0.007285
5, 10.264999999999999, -1.4900000000000002, 0, 10.264650000000001, -1.48925, -0.0, -0.007196
5, 10.27, -1.4900000000000002, 0, 10.27, -1.4898000000000002, -0.0, -0.007071
5, 10.275, -1.4900000000000002, 0, 10.274700000000001, -1.48995, -0.0, -0.00704
5, 10.280000000000001, -1.4900000000000002, 0, 10.279800000000002, -1.49, -0.0, -0.006998
5, 10.285000000000002, -1.4900000000000002, 0, 10.2848, -1.4901000000000002, -0.0, -0.007045
5, 10.285000000000002, -1.495, 0, 10.2851, -1.4944000000000002, -0.0, -0.007019
5, 10.285000000000002, -1.5, 0, 10.28525, -1.5004000000000002, -0.0, -0.007139
5, 10.285000000000002, -1.505, 0, 10.285200000000001, -1.5053, 5e-05, -0.007228
5, 10.285000000000002, -1.5099999999999998, 0, 10.285200000000001, -1.51065, -5e-05, -0.007452
5, 10.285000000000002, -1.5149999999999997, 0, 10.285, -1.5159, -0.0001, -0.007577
6, 10.280000000000001, -1.5149999999999997, 0, 10.280100000000001, -1.5156500000000002, -0.0001, -0.007587
6, 10.275, -1.5149999999999997, 0, 10.27505, -1.5149000000000001, -0.0001, -0.007499
6, 10.27, -1.5149999999999997, 0, 10.270400000000002, -1.5148000000000001, -0.0001, -0.007551
6, 10.264999999999999, -1.5149999999999997, 0, 10.264800000000001, -1.51475, -0.0001, -0.007645
6, 10.259999999999998, -1.5149999999999997, 0, 10.260200000000001, -1.5149000000000001, -0.0001, -0.007666
6, 10.254999999999997, -1.5149999999999997, 0, 10.2551, -1.5150500000000002, -0.0001, -0.007843
6, 10.254999999999997, -1.5099999999999998, 0, 10.254900000000001, -1.5104000000000002, -5e-05, -0.007702
6, 10.254999999999997, -1.505, 0, 10.254800000000001, -1.5047000000000001, -0.0, -0.007593
6, 10.254999999999997, -1.5, 0, 10.254800000000001, -1.4990500000000002, -5e-05, -0.007483
6, 10.254999999999997, -1.495, 0, 10.254900000000001, -1.4944000000000002, -0.0, -0.007394
6, 10.254999999999997, -1.4900000000000002, 0, 10.255, -1.48925, 5e-05, -0.007457
6, 10.254999999999997, -1.4850000000000003, 0, 10.255, -1.48425, 0.0001, -0.007457
7, 10.259999999999998, -1.4850000000000003, 0, 10.259900000000002, -1.48425, 0.00015000000000000001, -0.007321
7, 10.264999999999999, -1.4850000000000003, 0, 10.264850000000001, -1.4853000000000003, 0.0001, -0.007181
7, 10.27, -1.4850000000000003, 0, 10.270050000000001, -1.4854, 0.00015000000000000001, -0.007102
7, 10.275, -1.4850000000000003, 0, 10.27485, -1.48525, 0.0001, -0.007066
7, 10.280000000000001, -1.4850000000000003, 0, 10.279800000000002, -1.4850500000000002, 5e-05, -0.007003
7, 10.285000000000002, -1.4850000000000003, 0, 10.2851, -1.4848000000000001, -0.0, -0.007076
7, 10.290000000000003, -1.4850000000000003, 0, 10.29, -1.48465, -0.0, -0.007076
7, 10.290000000000003, -1.4900000000000002, 0, 10.2901, -1.48975, -0.0, -0.007056
7, 10.290000000000003, -1.495, 0, 10.2902, -1.4951, -0.0, -0.007102
7, 10.290000000000003, -1.5, 0, 10.29025, -1.5003000000000002, -0.0, -0.007149
7, 10.290000000000003, -1.505, 0, 10.2901, -1.50495, -0.0, -0.007306
7, 10.290000000000003, -1.5099999999999998, 0, 10.289950000000001, -1.5107000000000002, -0.0, -0.007483
7, 10.290000000000003, -1.5149999999999997, 0, 10.289900000000001, -1.5151000000000001, -0.0, -0.007676
7, 10.290000000000003, -1.5199999999999996, 0, 10.289950000000001, -1.5207, -0.0, -0.0079
